SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,gender_Male,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group,avg_monthly_to_total_ratio,services_count,high_value_at_risk,support_bundle
0,0,0,36,0,0,1,1,1,1,0,1,1,53.1,1901.25,0,False,False,False,False,True,False,False,True,2,0.027914311998948615,5,0,1
0,1,1,34,1,0,0,0,0,0,0,0,0,20.65,716.4,0,False,False,True,False,False,False,False,True,2,0.02878449958182325,1,0,0
0,1,1,72,1,1,1,1,1,0,0,0,0,64.45,4720.0,0,True,False,False,False,True,True,False,False,3,0.013651768693073501,4,0,0
0,1,1,36,1,1,0,0,0,0,0,0,0,25.1,930.95,0,True,False,True,False,True,True,False,False,2,0.026932775363485165,1,0,0
0,0,0,1,1,0,0,0,1,0,0,0,0,76.35,76.35,1,False,True,False,False,False,False,True,False,0,0.9870717517776342,2,1,0
0,0,0,23,1,1,0,1,0,0,0,0,1,79.15,1676.95,1,False,True,False,False,False,False,True,False,1,0.04717065466789833,2,1,0
1,1,0,32,1,1,0,0,0,0,0,1,1,85.0,2642.05,1,True,True,False,False,False,False,True,False,2,0.03215981536482473,2,1,0
0,1,1,71,1,1,1,1,1,1,0,0,1,95.15,6770.85,0,False,True,False,True,False,True,False,False,3,0.014050813293265504,5,0,1
1,0,0,23,1,1,0,0,1,0,0,0,1,79.35,1835.3,0,False,True,False,False,False,False,False,True,1,0.04321189348145728,2,1,0
0,1,0,17,1,0,0,0,1,0,1,1,1,96.65,1588.25,0,True,True,False,True,False,False,False,False,1,0.06081484977190499,4,0,0
0,0,0,1,1,0,0,0,1,1,1,1,1,75.5,75.5,0,True,False,False,False,False,False,True,False,0,0.9869281045751634,5,1,0
0,1,1,12,1,0,0,0,0,0,0,0,0,19.7,258.35,0,True,False,True,False,True,False,False,True,0,0.07595912859070753,1,0,0
0,1,0,72,1,0,0,0,0,0,0,0,0,20.5,1502.25,0,False,False,True,False,True,True,False,False,3,0.01363711957425578,1,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,19.2,19.2,0,True,False,True,False,False,False,False,True,0,0.9504950495049505,1,0,0
1,1,0,72,1,1,0,1,0,0,1,1,0,98.35,6929.4,0,True,True,False,False,True,False,False,False,3,0.014191100080803416,4,0,0
0,1,1,60,1,1,0,0,0,0,0,0,0,74.35,4453.3,0,True,True,False,False,False,False,False,False,3,0.016691736075253125,1,1,0
0,1,1,61,0,0,0,1,1,1,1,0,0,51.35,3244.4,0,False,False,False,False,True,True,False,False,3,0.015822394774141862,4,0,1
0,1,0,6,1,0,0,0,0,0,0,0,0,45.65,323.45,0,False,False,False,False,False,False,False,True,0,0.14069964555401449,1,0,0
1,1,0,32,1,1,0,0,0,0,0,1,0,85.3,2661.1,1,True,True,False,False,False,False,True,False,2,0.03204237256301416,2,1,0
0,0,1,31,1,1,0,0,0,0,1,0,1,86.55,2697.4,1,False,True,False,False,False,True,False,False,2,0.032074562703824486,2,1,0
0,0,0,19,1,0,0,1,0,0,0,0,1,73.85,1424.5,1,True,True,False,False,False,True,False,False,1,0.051806383725008766,2,1,0
0,1,1,72,1,0,0,0,0,0,0,0,0,20.3,1401.15,0,True,False,True,False,True,False,False,False,3,0.014477766287487074,1,0,0
0,0,0,32,1,1,0,1,0,0,0,0,1,54.2,1739.6,0,False,False,False,False,False,False,True,False,2,0.031138687808801566,2,0,0
0,1,0,65,1,1,0,1,0,0,0,1,1,90.65,5931.0,0,True,True,False,False,False,False,True,False,3,0.015281523937963589,3,1,0
0,1,1,45,0,0,1,0,0,0,1,1,1,50.9,2333.85,0,False,False,False,False,False,False,False,False,2,0.021800115639120286,3,0,0
0,0,0,42,1,1,0,0,0,0,0,0,0,25.05,949.85,0,True,False,True,True,False,False,True,False,2,0.026344849345322607,1,0,0
0,0,0,8,1,1,0,0,0,0,0,0,1,74.85,572.45,0,True,True,False,False,False,False,True,False,0,0.13052576510593772,1,1,0
0,0,1,32,1,0,0,0,0,0,0,0,0,20.5,696.8,0,True,False,True,False,True,False,False,True,2,0.029378045285182,1,0,0
1,1,0,22,1,1,1,1,0,1,0,0,1,63.55,1381.8,0,False,False,False,False,False,False,False,True,1,0.045957477581718253,4,0,1
1,1,0,57,0,0,0,0,0,0,1,1,1,44.85,2572.95,1,True,False,False,False,False,False,True,False,3,0.017424580897064824,2,0,0
0,0,0,1,1,0,1,0,0,0,0,0,0,47.95,47.95,0,True,False,False,False,False,False,True,False,0,0.9795709908069459,2,0,0
1,0,0,1,1,0,0,0,0,0,0,0,0,45.1,45.1,1,True,False,False,False,False,False,True,False,0,0.9783080260303688,1,0,0
0,1,0,1,1,0,0,0,0,0,0,0,1,45.0,45.0,0,False,False,False,False,False,False,True,False,0,0.9782608695652174,1,0,0
0,0,0,24,1,0,0,0,0,1,1,1,1,96.0,2122.45,1,True,True,False,False,False,False,True,False,1,0.0452094468906732,4,1,0
0,0,0,1,1,0,0,0,0,0,0,0,0,20.05,20.05,1,True,False,True,False,False,False,False,False,0,0.9524940617577197,1,0,0
1,0,0,54,1,1,0,1,0,0,0,1,1,90.05,4931.8,0,True,True,False,False,False,False,True,False,3,0.01825535192993837,3,1,0
0,0,0,4,1,1,0,0,0,0,0,0,1,25.3,116.95,0,False,False,True,False,True,True,False,False,0,0.21449766850360322,1,0,0
0,1,1,65,1,1,1,0,1,1,1,1,0,108.65,6937.95,1,True,True,False,False,True,False,False,False,3,0.01565798860058078,6,0,0
0,1,0,56,1,1,0,0,0,0,0,0,0,24.3,1261.7,0,False,False,True,True,False,False,True,False,3,0.01924447612259444,1,0,0
0,0,0,45,1,0,1,0,1,0,1,1,1,75.95,3273.8,0,True,False,False,False,False,False,True,False,2,0.023192256015634544,5,1,0
0,1,1,71,1,0,0,0,0,0,0,0,0,19.7,1415.85,0,False,False,True,False,True,True,False,False,3,0.013904083001023398,1,0,0
0,1,0,59,1,0,1,1,1,0,1,0,0,66.4,3958.2,0,True,False,False,True,False,True,False,False,3,0.016771064861588202,5,0,0
0,0,0,69,0,0,0,1,1,0,0,0,1,35.75,2492.25,0,True,False,False,True,False,False,False,False,3,0.014338714529228918,2,0,0
0,0,0,19,1,0,0,0,0,0,0,0,0,18.8,279.2,0,True,False,True,True,False,False,False,True,1,0.06709493219129194,1,0,0
0,1,1,55,1,0,0,0,0,0,0,0,0,19.4,1083.0,0,False,False,True,False,True,True,False,False,3,0.017896678966789665,1,0,0
0,0,0,38,1,0,0,0,0,0,0,0,0,19.3,755.5,0,False,False,True,True,False,False,False,True,2,0.025512227362855255,1,0,0
0,0,0,10,1,0,0,0,0,0,0,0,1,45.55,402.6,1,True,False,False,False,False,False,True,False,0,0.11285926660059463,1,0,0
1,1,0,47,1,1,1,1,1,0,0,0,1,67.45,3252.0,0,False,False,False,False,False,True,False,False,2,0.02073470642483861,4,0,0
0,1,0,2,0,0,0,0,0,0,0,1,1,35.1,68.75,1,False,False,False,False,False,False,True,False,0,0.503225806451613,1,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,46.2,46.2,1,True,False,False,False,False,True,False,False,0,0.978813559322034,1,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,45.15,45.15,1,False,False,False,False,False,False,True,False,0,0.9783315276273022,1,0,0
1,0,0,1,0,0,0,1,1,0,0,1,1,43.3,43.3,1,True,False,False,False,False,False,True,False,0,0.9774266365688488,3,0,0
0,1,1,46,1,0,0,0,0,0,0,0,1,20.1,936.85,0,True,False,True,False,True,False,False,True,2,0.02143199872047769,1,0,0
1,0,0,38,1,0,1,1,0,0,0,0,1,57.15,2250.65,1,False,False,False,False,False,True,False,False,2,0.02538138698287922,3,0,0
0,1,0,65,1,0,1,0,1,1,0,0,0,58.9,3857.1,0,False,False,False,False,True,True,False,False,3,0.015266581996319431,4,0,0
0,1,0,19,1,0,1,0,0,0,0,0,1,73.2,1441.1,1,False,True,False,False,False,False,True,False,1,0.050759309340545046,2,1,0
0,0,0,52,1,0,0,1,0,0,0,1,1,85.35,4338.6,1,True,True,False,False,False,False,True,False,3,0.019667711309798136,3,1,0
0,1,1,71,1,0,0,0,0,0,0,0,0,19.45,1378.45,0,True,False,True,False,True,False,False,True,3,0.01409982239298271,1,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,45.95,45.95,1,False,False,False,False,False,False,False,True,0,0.9787007454739084,1,0,0
1,0,0,52,0,0,0,1,1,1,1,0,1,50.5,2566.3,0,False,False,False,False,False,False,True,False,3,0.01967047092275932,4,0,1
0,1,0,6,1,1,0,0,0,0,0,0,0,25.1,171.0,0,True,False,True,True,False,False,False,True,0,0.14593023255813956,1,0,0
1,1,0,26,1,0,0,0,1,0,0,1,0,60.7,1597.4,0,False,False,False,True,False,False,False,True,2,0.03797547547547547,3,0,0
1,0,0,48,1,1,0,1,0,0,1,1,1,99.0,4744.35,0,True,True,False,True,False,False,True,False,2,0.020862528580610492,4,0,0
0,1,1,64,1,1,1,0,0,1,1,1,1,104.4,6721.6,0,False,True,False,True,False,False,False,False,3,0.015529705768601434,5,0,0
0,0,0,3,1,0,0,1,0,0,1,0,0,83.75,247.25,1,False,True,False,False,False,False,True,False,0,0.337361530715005,3,1,0
0,0,0,1,1,0,0,0,0,0,0,0,1,44.05,44.05,0,True,False,False,False,False,False,False,False,0,0.9778024417314095,1,0,0
0,1,1,72,1,1,0,0,0,0,0,0,0,24.1,1734.65,0,True,False,True,False,True,True,False,False,3,0.013885287932474866,1,0,0
0,0,0,1,1,0,0,0,0,0,0,0,1,45.55,45.55,0,True,False,False,False,False,False,False,True,0,0.9785177228786252,1,0,0
0,1,1,51,1,1,1,1,0,0,0,1,1,93.8,4539.35,0,False,True,False,False,False,False,True,False,3,0.02065920028191659,4,1,0
0,1,1,41,1,0,0,0,0,0,0,0,0,19.7,804.25,0,False,False,True,False,True,False,False,False,2,0.024464452033529958,1,0,0
0,1,1,72,1,0,1,1,1,0,1,0,1,70.65,5011.15,0,False,False,False,False,True,True,False,False,3,0.014095747333978434,5,0,0
0,1,0,43,1,1,1,1,0,1,1,1,0,86.45,3574.5,0,False,False,False,False,True,True,False,False,2,0.024178436582296185,6,0,1
0,1,0,72,1,1,1,1,1,1,1,1,1,114.1,8086.4,0,True,True,False,False,True,True,False,False,3,0.014108366100353636,7,0,1
0,1,0,47,1,1,0,0,0,0,1,1,1,95.2,4563.0,0,True,True,False,True,False,True,False,False,2,0.020858895705521473,3,0,0
0,0,0,72,1,1,1,1,1,1,1,1,0,88.55,6362.35,0,True,False,False,False,True,True,False,False,3,0.013915626203179142,7,0,1
0,0,0,3,1,0,0,0,0,0,0,0,1,20.75,67.1,0,True,False,True,False,False,True,False,False,0,0.3046989720998532,1,0,0
0,0,0,1,1,0,0,0,0,0,0,0,1,70.05,70.05,1,True,True,False,False,False,False,True,False,0,0.9859254046446164,1,1,0
0,0,0,2,1,1,0,0,0,0,0,1,1,86.0,165.45,1,True,True,False,False,False,False,True,False,0,0.5166716731751277,2,1,0
0,0,0,26,0,0,1,1,0,0,0,1,1,44.65,1156.55,0,True,False,False,False,False,False,False,False,2,0.03857284782514794,3,0,0
0,1,1,29,1,0,1,0,0,0,0,1,1,60.2,1834.15,0,True,False,False,False,False,False,False,True,2,0.03280385799525924,3,0,0
1,1,0,35,1,1,1,1,0,1,1,0,1,100.5,3653.35,1,False,True,False,False,False,False,False,False,2,0.027501470849809133,5,1,1
0,0,0,27,1,0,1,1,0,0,0,0,0,55.45,1477.65,0,True,False,False,True,False,False,False,False,2,0.0375004226828526,3,0,0
0,1,1,24,1,0,1,1,0,1,0,1,1,70.3,1706.45,0,True,False,False,False,False,True,False,False,1,0.04117250871182172,5,1,1
0,1,1,67,1,0,1,0,1,1,0,0,1,60.4,3953.7,0,True,False,False,False,True,False,False,False,3,0.015272966343844034,4,0,0
0,0,0,16,1,1,0,0,0,0,0,0,0,72.65,1194.3,1,False,True,False,False,False,False,True,False,1,0.060779720572241284,1,1,0
0,0,0,23,1,0,0,1,1,0,0,0,0,55.8,1327.85,0,False,False,False,True,False,False,False,False,1,0.041991195394514055,3,0,0
0,0,0,14,0,0,0,1,0,0,0,0,1,31.1,419.7,0,True,False,False,False,False,False,False,True,1,0.0739244116947944,1,0,0
0,1,1,1,1,0,0,0,0,0,0,0,1,21.0,21.0,1,False,False,True,False,False,False,True,False,0,0.9545454545454546,1,0,0
1,0,0,1,1,0,0,0,0,0,0,0,0,45.1,45.1,1,False,False,False,False,False,False,False,True,0,0.9783080260303688,1,0,0
1,0,0,4,0,0,0,1,0,0,1,1,1,50.95,207.35,0,True,False,False,False,False,True,False,False,0,0.24454043676505882,3,0,0
0,0,1,16,1,1,1,1,0,0,0,1,1,69.1,1083.7,0,True,False,False,False,False,False,True,False,1,0.06370425002304785,4,0,0
0,1,0,46,0,0,0,0,0,0,1,1,1,43.95,2007.85,0,False,False,False,False,False,False,True,False,2,0.021878189013614758,2,0,0
0,0,1,68,1,1,1,1,0,1,1,1,1,86.5,5882.75,0,True,False,False,False,True,False,False,False,3,0.014701508391756957,6,0,1
0,0,0,38,1,1,1,1,1,1,0,0,0,69.95,2657.55,0,True,False,False,False,False,False,True,False,2,0.026311335126290646,5,0,1
1,1,0,30,1,0,0,1,0,0,0,0,1,50.4,1527.5,1,True,False,False,False,False,False,False,False,2,0.03297350343473994,2,0,0
1,0,0,5,1,0,0,0,0,0,0,1,0,78.95,378.4,1,False,True,False,False,False,False,True,False,0,0.20809172377438062,2,1,0
0,0,0,17,1,0,0,1,1,0,0,1,1,90.95,1612.2,0,True,True,False,False,False,True,False,False,1,0.056378626332754776,4,1,0
0,1,1,4,1,0,0,0,0,0,0,0,0,19.9,76.65,0,True,False,True,False,True,False,False,True,0,0.2562781712813908,1,0,0
0,0,0,12,1,0,0,0,0,0,0,0,0,20.15,260.7,0,False,False,True,True,False,False,True,False,0,0.07699656094764998,1,0,0
0,1,1,72,1,1,1,1,1,1,1,1,1,90.6,6441.85,0,True,False,False,False,True,True,False,False,3,0.014062099847117345,7,0,1
0,0,0,3,1,0,0,0,0,0,1,1,1,92.0,266.8,0,True,True,False,False,False,False,True,False,0,0.3435399551904406,3,1,0
0,0,0,56,1,1,0,1,0,1,0,1,1,94.45,5124.6,1,True,True,False,False,False,False,True,False,3,0.018427110972373966,4,1,1
0,0,0,41,1,1,0,0,0,0,0,0,1,24.85,962.25,0,False,False,True,True,False,False,False,True,2,0.025798079418634833,1,0,0
0,0,0,40,0,0,0,1,0,1,0,0,0,36.0,1382.9,0,True,False,False,True,False,True,False,False,2,0.026013440277476693,2,0,1
0,0,0,7,1,0,1,1,0,1,1,1,1,78.5,571.05,0,False,False,False,False,False,False,True,False,0,0.137225766978411,6,1,1
0,0,0,69,1,0,0,0,0,0,0,0,0,19.95,1399.35,0,True,False,True,False,True,True,False,False,3,0.0142464383904024,1,0,0
0,1,1,7,1,0,0,0,0,0,0,0,0,20.65,150.0,0,True,False,True,True,False,False,False,True,0,0.1367549668874172,1,0,0
0,1,1,5,0,0,0,1,0,0,0,0,1,30.5,167.2,0,False,False,False,False,False,False,True,False,0,0.1813317479191439,1,0,0
0,1,1,72,1,1,1,1,1,1,1,0,0,106.1,7657.4,0,False,True,False,False,True,True,False,False,3,0.013854068734983809,6,0,1
0,1,1,44,1,0,0,0,0,0,0,0,1,20.5,865.05,0,True,False,True,True,False,False,False,False,2,0.02367068875930951,1,0,0
0,0,0,65,1,1,0,1,1,0,1,0,1,95.5,6153.85,0,False,True,False,True,False,False,True,False,3,0.015516218916789198,4,0,0
0,0,0,3,1,1,0,0,0,1,1,0,0,64.6,174.2,0,False,False,False,False,False,False,True,False,0,0.3687214611872146,3,0,0
0,0,0,24,1,0,0,0,0,1,0,0,1,51.1,1269.6,0,True,False,False,False,False,True,False,False,1,0.04021722021092398,2,0,0
0,0,0,44,1,1,0,1,1,0,0,0,1,84.8,3862.55,1,False,True,False,False,False,False,False,False,2,0.02194872591269687,3,1,0
1,1,0,72,1,1,1,1,1,1,1,1,0,89.1,6352.4,0,False,False,False,False,True,True,False,False,3,0.014023987156483142,7,0,1
0,0,0,24,1,0,1,0,0,1,0,0,0,54.95,1348.5,0,True,False,False,False,False,False,True,False,1,0.04071878473508707,3,0,0
0,0,0,1,1,0,0,0,1,0,0,0,0,50.9,50.9,1,True,False,False,False,False,False,False,True,0,0.9807321772639692,2,0,0
0,1,0,22,1,0,0,0,0,0,0,0,1,20.45,471.55,0,True,False,True,False,False,False,False,False,1,0.04327584382605015,1,0,0
0,1,1,70,1,1,0,1,1,1,1,1,1,85.95,5931.75,0,True,False,False,False,True,True,False,False,3,0.01448737937718596,6,0,1
0,1,1,25,1,1,0,0,0,0,1,0,0,60.35,1404.65,0,True,False,False,False,False,False,True,False,2,0.04293387400846583,2,0,0
0,1,1,37,1,0,0,0,0,0,0,0,0,19.8,726.1,0,True,False,True,False,True,False,False,False,2,0.02723146747352496,1,0,0
1,1,1,22,1,1,0,0,0,0,1,0,0,85.35,1961.6,0,False,True,False,False,False,False,False,False,1,0.04348822989911342,2,1,0
0,1,1,59,1,1,0,0,1,1,1,0,1,72.1,4194.85,0,False,False,False,False,True,False,False,False,3,0.01718364574520061,4,0,0
0,1,1,49,1,1,0,0,1,0,1,1,1,99.8,4872.45,1,True,True,False,False,False,False,True,False,3,0.02047830592290882,4,1,0
0,1,1,47,1,1,0,0,1,1,1,1,1,107.35,5118.95,1,True,True,False,False,False,False,False,False,2,0.020967001630875302,5,1,0
0,1,1,31,1,0,0,0,0,0,0,0,1,19.55,658.95,1,False,False,True,False,False,False,False,True,2,0.029623456322448668,1,0,0
0,1,1,1,1,0,0,0,0,0,0,1,1,81.05,81.05,0,True,True,False,False,False,False,True,False,0,0.987812309567337,2,1,0
0,0,0,3,1,0,0,0,0,0,0,0,1,20.5,76.95,0,True,False,True,False,False,False,True,False,0,0.26298909557408595,1,0,0
0,1,0,53,1,1,0,1,1,1,1,1,1,111.8,5809.75,0,False,True,False,True,False,False,False,False,3,0.01924020135094437,6,0,1
0,0,0,1,1,0,0,0,0,0,0,0,0,20.2,20.2,0,True,False,True,False,False,False,False,True,0,0.9528301886792453,1,0,0
0,0,0,20,1,0,0,0,0,0,0,0,1,19.7,415.9,0,True,False,True,True,False,False,False,True,1,0.047253538018709525,1,0,0
0,0,0,3,1,0,1,1,0,0,0,0,1,79.1,246.5,1,False,True,False,False,False,False,True,False,0,0.3195959595959596,3,1,0
0,0,0,51,1,0,0,0,0,0,0,0,1,19.85,996.95,0,False,False,True,True,False,False,False,False,3,0.019890776090986523,1,0,0
0,1,0,51,1,0,1,1,0,1,0,0,1,60.5,3145.15,0,False,False,False,True,False,False,False,False,3,0.01922985235923271,4,0,1
0,1,1,13,1,0,0,0,0,0,0,0,0,19.55,265.3,0,False,False,True,False,True,False,False,True,1,0.07341344348479159,1,0,0
0,0,0,1,1,0,0,0,0,0,0,0,0,20.9,20.9,0,False,False,True,False,False,False,False,True,0,0.954337899543379,1,0,0
0,0,1,1,1,0,0,0,0,0,0,0,1,21.05,21.05,0,True,False,True,False,False,False,False,True,0,0.9546485260770975,1,0,0
0,0,0,63,1,1,1,1,1,1,0,0,0,71.5,4576.3,0,True,False,False,True,False,False,True,False,3,0.015620562340244249,5,0,1
0,0,0,3,1,0,0,0,0,0,0,1,0,54.65,189.1,0,True,False,False,False,False,False,False,True,0,0.28748027354024197,2,0,0
0,0,0,46,1,0,0,0,0,0,0,0,0,19.2,908.15,0,True,False,True,False,True,True,False,False,2,0.0211186272892262,1,0,0
0,0,0,1,1,1,0,0,0,0,0,0,1,49.8,49.8,0,True,False,False,False,False,True,False,False,0,0.9803149606299213,1,0,0
0,0,1,8,0,0,0,0,0,0,0,0,0,25.5,215.2,1,True,False,False,False,False,False,False,True,0,0.1179463459759482,0,0,0
0,1,1,71,1,0,0,0,0,0,0,0,0,20.5,1500.95,0,False,False,True,False,True,False,False,False,3,0.013648923066679983,1,0,0
0,1,1,55,1,1,0,0,1,0,1,0,1,90.4,5099.15,0,True,True,False,False,False,True,False,False,3,0.01772496887346451,3,1,0
0,0,0,70,1,1,0,1,1,1,0,0,1,90.25,6385.95,0,False,True,False,True,False,False,False,False,3,0.014130375218218399,4,0,1
0,0,0,2,1,0,0,0,0,0,0,1,0,80.75,159.45,1,False,True,False,False,False,False,True,False,0,0.503272047366781,2,1,0
0,1,1,67,1,1,1,0,0,1,1,1,0,104.6,6885.75,0,True,True,False,False,True,False,False,False,3,0.015188586778959595,5,0,0
0,1,0,65,1,1,0,1,0,0,1,0,1,91.85,5940.85,1,True,True,False,False,False,False,False,False,3,0.015458148556426026,3,1,0
0,1,0,14,1,0,0,0,1,0,0,0,0,50.2,668.85,0,True,False,False,False,False,True,False,False,1,0.07494215122788685,2,0,0
0,1,1,20,1,1,0,0,1,1,0,1,1,95.5,1916.2,0,False,True,False,False,False,False,False,False,1,0.0498122261631546,4,1,0
0,0,1,1,1,0,0,1,0,0,0,0,1,75.35,75.35,1,True,True,False,False,False,False,True,False,0,0.9869024230517355,2,1,0
0,0,0,1,1,1,0,0,0,0,0,0,1,75.45,75.45,1,True,True,False,False,False,False,True,False,0,0.986919555264879,1,1,0
0,1,1,49,1,1,0,0,0,0,1,1,1,95.4,4613.95,0,False,True,False,False,False,False,False,False,3,0.020671946608305618,3,1,0
0,0,0,72,1,1,1,1,1,0,1,0,1,101.3,7261.25,0,False,True,False,False,True,False,False,False,3,0.013948845054907226,5,0,0
0,1,0,46,1,1,1,0,0,0,0,0,0,53.1,2459.8,0,False,False,False,False,False,False,True,False,2,0.021578348504551363,2,0,0
0,0,0,24,1,1,0,1,1,0,0,0,1,84.85,2048.8,0,True,True,False,False,False,False,False,False,1,0.041394282369011604,3,1,0
0,1,1,5,0,0,0,1,0,1,0,0,0,34.25,163.55,0,False,False,False,False,False,False,True,False,0,0.20814342145244605,2,0,1
0,1,1,33,1,1,0,1,1,1,0,0,0,88.6,2888.7,0,False,True,False,False,False,True,False,False,2,0.030660622209917984,4,1,1
0,0,0,42,1,1,1,1,0,0,0,0,1,60.15,2421.6,0,False,False,False,True,False,False,False,False,2,0.024828696441839347,3,0,0
0,0,0,23,1,0,1,0,1,0,1,1,1,99.95,2292.75,0,True,True,False,True,False,True,False,False,1,0.04357493188010899,5,0,0
0,0,0,8,1,0,0,0,0,0,0,0,0,70.7,553.4,0,True,True,False,False,False,False,False,False,0,0.12752525252525254,1,1,0
0,0,0,66,1,0,1,1,0,0,0,0,1,54.8,3465.7,0,True,False,False,True,False,False,False,True,3,0.015807540312112383,3,0,0
0,0,0,24,1,0,1,0,0,0,0,0,1,49.55,1210.4,1,True,False,False,False,False,False,False,False,1,0.04090308733696549,2,0,0
1,0,0,24,1,1,0,1,0,0,0,0,0,54.8,1291.3,0,True,False,False,False,False,True,False,False,1,0.0424050143155614,2,0,0
0,0,0,69,1,1,1,1,1,1,0,1,1,78.6,5356.45,1,True,False,False,True,False,True,False,False,3,0.014671158853559062,6,0,1
0,0,0,53,1,0,0,1,1,0,1,1,1,100.3,5200.8,0,False,True,False,True,False,False,False,True,3,0.019281787073705255,5,0,0
0,0,0,60,0,0,1,0,1,0,1,1,0,53.6,3237.05,0,False,False,False,False,True,False,True,False,3,0.016553172434026653,4,0,0
0,1,0,7,1,0,0,0,0,0,1,0,1,81.1,576.65,1,False,True,False,False,False,False,True,False,0,0.14039643382671166,2,1,0
0,0,0,20,1,0,0,0,0,0,0,0,1,19.35,433.75,0,False,False,True,True,False,True,False,False,1,0.044508338125359405,1,0,0
0,1,1,23,1,1,0,0,0,0,0,1,0,85.6,1868.4,0,False,True,False,False,False,False,True,False,1,0.045790093077992935,2,1,0
0,1,1,72,1,0,1,0,1,1,1,1,1,80.8,5728.55,0,True,False,False,False,True,False,True,False,3,0.014102329153249382,6,0,0
0,1,0,11,1,1,0,0,0,0,0,0,1,74.95,825.7,1,True,True,False,False,False,False,True,False,0,0.09066166686827144,1,1,0
0,0,0,21,1,0,0,0,0,0,0,0,0,19.6,390.4,0,True,False,True,False,True,False,False,True,1,0.05007664793050588,1,0,0
1,0,0,1,1,1,0,0,0,0,1,1,1,93.55,93.55,1,True,True,False,False,False,False,True,False,0,0.9894235854045479,3,1,0
1,0,0,31,1,1,0,1,0,0,1,0,1,90.7,2845.15,0,True,True,False,False,False,False,True,False,2,0.03186761063190626,3,1,0
0,0,0,57,1,0,0,1,1,1,1,0,0,69.75,3894.4,0,False,False,False,False,True,False,False,True,3,0.017905734969451147,5,0,1
0,1,1,45,1,0,0,0,0,0,0,0,1,20.0,886.4,0,False,False,True,False,True,False,False,False,2,0.0225377507324769,1,0,0
0,0,0,10,1,1,0,1,1,0,0,1,1,95.25,1021.55,0,True,True,False,False,False,False,True,False,0,0.09314947924306881,4,1,0
0,1,0,58,1,1,0,0,1,1,1,1,1,102.1,5885.4,1,False,True,False,False,False,True,False,False,3,0.017345066594183202,5,1,0
0,0,1,14,1,0,0,0,0,0,0,0,0,19.95,268.4,0,True,False,True,False,False,False,False,True,1,0.07405345211581292,1,0,0
0,1,0,27,1,1,1,0,0,1,1,1,0,80.85,2204.35,0,True,False,False,True,False,False,False,True,2,0.03666084748452626,5,0,0
0,1,1,14,1,1,0,1,0,0,0,1,1,90.9,1259.0,1,False,True,False,False,False,False,False,False,1,0.07214285714285715,3,1,0
0,1,1,12,0,0,0,1,0,0,0,0,0,29.2,309.1,1,False,False,False,False,False,False,False,True,0,0.09416317316994517,1,0,0
0,1,1,69,1,1,0,1,0,1,0,1,1,93.3,6398.05,0,False,True,False,False,True,False,False,False,3,0.014580289261687281,4,0,1
0,1,1,25,1,0,0,1,1,0,1,0,1,89.15,2257.75,1,False,True,False,False,False,False,False,False,2,0.03946873270614278,4,1,0
1,1,0,58,1,1,1,1,1,0,1,1,1,108.85,6287.25,1,True,True,False,True,False,False,True,False,3,0.01731006241800183,6,0,0
0,1,1,35,0,0,1,0,0,1,1,0,1,46.35,1662.05,0,False,False,False,False,True,True,False,False,2,0.02787047893929828,3,0,0
1,0,0,16,1,1,0,0,0,0,1,0,1,84.75,1350.15,1,False,True,False,False,False,False,True,False,1,0.0627243459275432,2,1,0
0,1,1,45,1,1,0,1,1,0,1,1,0,78.75,3600.65,0,True,False,False,True,False,True,False,False,2,0.02186497855149723,5,0,0
0,0,0,17,1,0,0,1,0,0,1,0,1,83.55,1329.15,0,False,True,False,False,False,False,True,False,1,0.06281246475961356,3,1,0
0,1,1,1,1,0,0,0,0,0,0,0,1,45.7,45.7,1,False,False,False,False,False,False,True,False,0,0.9785867237687366,1,0,0
0,0,0,22,1,0,0,0,0,0,0,0,0,19.6,422.5,0,True,False,True,True,False,False,False,True,1,0.046280991735537194,1,0,0
1,0,0,1,1,0,0,0,0,0,0,0,1,69.95,69.95,1,False,True,False,False,False,False,True,False,0,0.9859055673009162,1,0,0
0,1,1,67,1,0,1,0,1,1,0,1,0,67.85,4627.65,0,True,False,False,False,True,False,False,True,3,0.014658701781296923,5,0,0
0,1,1,67,1,1,0,0,1,1,1,1,1,105.65,6717.9,0,False,True,False,False,True,False,False,False,3,0.01572430010864874,5,0,0
0,1,0,2,0,0,0,0,0,0,1,1,0,44.6,97.1,1,False,False,False,False,False,False,True,False,0,0.454638124362895,2,0,0
0,0,0,23,1,1,0,0,0,0,0,0,1,74.95,1710.45,1,True,True,False,False,False,False,True,False,1,0.043793274708580444,1,1,0
